School Decile,Māori,European/ Pākehā,Immersion Level 1,Immersion None,clusters,cluster
3.0,319,89,0,1176,2,dark purple
3.0,302,69,0,1081,2,dark purple
3.0,271,51,0,988,2,dark purple
3.0,242,37,0,902,2,dark purple
3.0,209,31,0,816,2,dark purple
3.0,211,23,0,786,2,dark purple
3.0,218,28,0,894,2,dark purple
3.0,235,21,0,915,2,dark purple
3.0,227,23,0,890,2,dark purple
3.0,224,21,0,929,2,dark purple
10.0,91,1231,0,2389,1,purple
10.0,101,1207,0,2362,1,purple
10.0,128,1213,0,2419,1,purple
10.0,144,1198,0,2435,1,purple
10.0,148,1207,0,2447,1,purple
9.0,149,1172,0,2378,1,purple
9.0,166,1168,0,1894,1,purple
9.0,158,1120,0,1861,1,purple
9.0,162,1128,0,1828,1,purple
9.0,175,1116,0,1854,1,purple
9.0,188,1076,0,1864,1,purple
9.0,195,1081,0,1862,1,purple
9.0,218,999,0,1888,1,purple
9.0,235,917,0,1897,1,purple
9.0,205,902,0,1954,1,purple
1.0,168,15,0,0,0,pink
1.0,130,23,0,0,0,pink
1.0,159,18,0,0,0,pink
1.0,148,15,0,0,0,pink
1.0,128,9,0,0,0,pink
1.0,149,7,0,0,0,pink
1.0,184,7,0,0,0,pink
1.0,184,6,0,0,0,pink
1.0,168,5,0,0,0,pink
1.0,180,5,0,0,0,pink
1.0,182,4,0,1,0,pink
1.0,194,6,0,0,0,pink
1.0,195,7,0,2,0,pink
1.0,185,7,0,0,0,pink
1.0,174,7,0,0,0,pink
1.0,148,6,0,973,2,dark purple
1.0,138,7,0,740,2,dark purple
1.0,146,7,0,650,2,dark purple
1.0,135,7,0,779,2,dark purple
1.0,153,6,0,795,2,dark purple
1.0,172,13,0,804,2,dark purple
1.0,172,7,0,798,2,dark purple
1.0,154,3,0,752,2,dark purple
1.0,149,4,0,722,2,dark purple
1.0,179,9,0,797,2,dark purple
1.0,175,5,0,722,2,dark purple
1.0,165,4,0,749,2,dark purple
1.0,155,2,0,702,2,dark purple
1.0,159,5,0,772,2,dark purple
1.0,174,5,0,810,2,dark purple
8.0,82,793,0,1031,1,purple
8.0,96,820,0,1044,1,purple
8.0,110,863,0,1126,1,purple
8.0,107,858,0,1133,1,purple
8.0,110,836,0,1148,1,purple
8.0,118,816,0,1116,1,purple
8.0,128,776,0,1078,1,purple
8.0,138,765,0,1071,1,purple
8.0,148,746,0,1062,1,purple
8.0,152,716,0,1045,1,purple
8.0,154,703,0,1025,1,purple
8.0,157,704,0,1062,1,purple
8.0,157,670,0,1048,1,purple
8.0,159,643,0,1049,1,purple
8.0,162,615,0,998,2,dark purple
10.0,2,85,0,103,0,pink
10.0,2,94,0,115,0,pink
10.0,2,113,0,137,0,pink
10.0,4,126,0,159,0,pink
10.0,5,141,0,183,0,pink
10.0,5,157,0,203,0,pink
10.0,10,143,0,191,0,pink
10.0,11,133,0,188,0,pink
10.0,9,105,0,174,0,pink
10.0,11,93,0,175,0,pink
10.0,11,104,0,198,0,pink
10.0,9,129,0,235,0,pink
10.0,10,140,0,277,0,pink
10.0,16,162,0,345,0,pink
10.0,18,181,0,373,2,dark purple
9.0,90,629,0,624,2,dark purple
9.0,93,645,0,652,2,dark purple
9.0,94,677,0,0,0,pink
9.0,99,732,0,0,0,pink
9.0,98,788,0,0,0,pink
9.0,96,833,0,0,0,pink
9.0,87,847,0,0,0,pink
9.0,104,861,0,0,0,pink
9.0,106,893,0,0,0,pink
9.0,119,888,0,1,0,pink
9.0,126,880,0,0,0,pink
9.0,142,892,0,0,2,dark purple
9.0,152,889,0,0,2,dark purple
9.0,163,896,0,1,2,dark purple
9.0,149,903,0,2,2,dark purple
8.0,110,552,0,754,2,dark purple
8.0,109,582,0,637,2,dark purple
8.0,111,612,0,626,2,dark purple
8.0,112,653,0,712,2,dark purple
8.0,133,668,0,691,2,dark purple
8.0,125,691,0,857,2,dark purple
8.0,128,726,0,741,2,dark purple
8.0,138,711,0,736,2,dark purple
8.0,145,688,0,791,2,dark purple
8.0,141,685,0,708,2,dark purple
8.0,147,665,0,694,2,dark purple
8.0,144,629,0,665,2,dark purple
8.0,157,611,0,654,2,dark purple
8.0,166,580,0,667,2,dark purple
8.0,163,543,0,639,2,dark purple
3.0,32,66,0,711,2,dark purple
3.0,41,55,0,697,2,dark purple
3.0,46,47,0,675,2,dark purple
3.0,48,49,0,657,2,dark purple
3.0,40,50,0,628,2,dark purple
2.0,39,35,0,583,2,dark purple
2.0,45,28,0,579,2,dark purple
2.0,44,18,0,526,2,dark purple
2.0,43,15,0,488,2,dark purple
2.0,41,15,0,474,2,dark purple
2.0,41,15,0,538,2,dark purple
2.0,53,16,0,572,2,dark purple
2.0,64,17,0,631,2,dark purple
2.0,58,22,0,624,2,dark purple
2.0,48,24,0,592,2,dark purple
9.0,148,893,0,1982,1,purple
9.0,149,933,0,2019,1,purple
9.0,143,967,0,2032,1,purple
9.0,152,979,0,2024,1,purple
9.0,160,947,0,2032,1,purple
9.0,164,918,0,2031,1,purple
9.0,144,937,0,2032,1,purple
9.0,164,875,0,2011,1,purple
9.0,186,842,0,1983,1,purple
9.0,194,828,0,1972,1,purple
9.0,206,761,0,1946,1,purple
9.0,236,686,0,1922,1,purple
9.0,244,651,0,1913,1,purple
9.0,249,612,0,1968,1,purple
9.0,247,551,0,1985,1,purple
9.0,59,633,0,950,2,dark purple
9.0,53,629,0,927,2,dark purple
9.0,47,601,0,934,2,dark purple
9.0,45,646,0,990,2,dark purple
9.0,51,665,0,1028,2,dark purple
10.0,49,706,0,1029,1,purple
10.0,54,706,0,1046,1,purple
10.0,57,727,0,1073,1,purple
10.0,60,720,0,1078,1,purple
10.0,61,720,0,1092,1,purple
10.0,80,742,0,1123,1,purple
10.0,66,730,0,1077,1,purple
10.0,58,735,0,1043,1,purple
10.0,63,705,0,1036,1,purple
10.0,62,677,0,1070,1,purple
4.0,149,207,0,0,0,pink
4.0,144,190,0,0,0,pink
4.0,149,185,0,0,0,pink
4.0,153,183,0,0,0,pink
4.0,157,179,0,0,0,pink
4.0,159,154,0,45,0,pink
4.0,149,166,0,45,0,pink
4.0,148,149,0,1,0,pink
4.0,155,145,0,0,0,pink
4.0,155,131,0,1,0,pink
4.0,136,122,0,0,0,pink
4.0,129,103,0,0,0,pink
4.0,114,78,0,0,0,pink
4.0,112,73,0,0,0,pink
4.0,100,76,0,0,0,pink
10.0,47,1139,0,842,1,purple
10.0,56,1082,0,694,2,dark purple
10.0,59,1024,0,721,2,dark purple
10.0,60,992,0,873,1,purple
10.0,57,928,0,811,2,dark purple
10.0,54,897,0,740,2,dark purple
10.0,53,888,0,738,2,dark purple
10.0,55,930,0,746,2,dark purple
10.0,53,938,0,750,2,dark purple
10.0,71,951,0,765,2,dark purple
10.0,73,955,0,805,2,dark purple
10.0,89,948,0,833,2,dark purple
10.0,99,960,0,854,1,purple
10.0,95,955,0,863,1,purple
10.0,95,938,0,507,2,dark purple
10.0,63,1026,0,495,2,dark purple
10.0,63,985,0,488,2,dark purple
10.0,66,940,0,469,2,dark purple
10.0,61,869,0,476,2,dark purple
10.0,54,833,0,442,2,dark purple
10.0,56,802,0,456,2,dark purple
10.0,56,759,0,466,2,dark purple
10.0,50,707,0,688,2,dark purple
10.0,52,640,0,489,2,dark purple
10.0,52,618,0,328,2,dark purple
10.0,56,621,0,459,2,dark purple
10.0,49,650,0,1,0,pink
10.0,44,662,0,314,2,dark purple
10.0,47,690,0,196,2,dark purple
10.0,48,701,0,1,0,pink
7.0,388,1146,0,2210,1,purple
7.0,385,1196,0,2283,1,purple
7.0,395,1140,0,2317,1,purple
7.0,387,1152,0,2345,1,purple
7.0,382,1156,0,2372,1,purple
7.0,376,1122,0,2405,1,purple
7.0,388,1072,0,2444,1,purple
7.0,403,1130,0,2535,1,purple
7.0,416,1174,0,2661,1,purple
7.0,425,1187,0,2684,1,purple
7.0,438,1261,0,2794,1,purple
7.0,431,1242,0,2730,1,purple
7.0,416,1251,0,2720,1,purple
7.0,434,1265,0,2893,1,purple
7.0,469,1290,0,3091,1,purple
7.0,59,380,0,672,2,dark purple
7.0,54,373,0,656,2,dark purple
7.0,58,353,0,657,2,dark purple
7.0,64,345,0,671,2,dark purple
7.0,65,341,0,658,2,dark purple
7.0,65,346,0,656,2,dark purple
7.0,80,316,0,747,2,dark purple
7.0,77,308,0,399,2,dark purple
7.0,77,319,0,653,2,dark purple
7.0,79,335,0,659,2,dark purple
7.0,74,339,0,672,2,dark purple
7.0,72,310,0,645,2,dark purple
7.0,72,302,0,656,2,dark purple
7.0,69,289,0,669,2,dark purple
7.0,64,287,0,650,2,dark purple
8.0,5,154,0,265,0,pink
8.0,7,145,0,258,0,pink
8.0,2,134,0,228,0,pink
8.0,4,120,0,219,0,pink
8.0,5,109,0,214,0,pink
7.0,5,99,0,203,0,pink
7.0,4,66,0,190,0,pink
7.0,3,46,0,163,0,pink
4.0,119,224,0,2049,1,purple
4.0,119,228,0,2066,1,purple
4.0,122,232,0,2024,1,purple
4.0,125,234,0,2058,1,purple
4.0,131,237,0,1965,1,purple
4.0,121,262,0,1954,1,purple
4.0,129,249,0,1932,1,purple
4.0,131,247,0,1864,1,purple
4.0,149,225,0,1787,1,purple
4.0,161,208,0,1724,1,purple
4.0,183,182,0,1710,1,purple
4.0,189,166,0,1709,1,purple
4.0,177,147,0,1663,1,purple
4.0,158,141,0,1591,1,purple
4.0,148,139,0,1693,1,purple
7.0,130,629,0,1772,1,purple
7.0,131,556,0,1760,1,purple
7.0,137,543,0,1703,1,purple
7.0,136,500,0,1709,1,purple
7.0,143,485,0,1798,1,purple
6.0,141,441,0,1749,1,purple
6.0,149,417,0,1761,1,purple
6.0,140,358,0,1714,1,purple
6.0,131,339,0,1646,1,purple
6.0,132,339,0,1686,1,purple
6.0,140,305,0,1698,1,purple
6.0,151,299,0,1728,1,purple
6.0,140,287,0,1482,1,purple
6.0,156,262,0,1558,1,purple
6.0,127,244,0,1637,1,purple
10.0,107,1288,0,762,1,purple
10.0,88,1249,0,728,1,purple
10.0,87,1249,0,779,1,purple
10.0,108,1243,0,765,1,purple
10.0,110,1207,0,883,1,purple
9.0,120,1149,0,880,1,purple
9.0,113,1191,0,904,1,purple
9.0,111,1180,0,1486,1,purple
9.0,143,1197,0,1082,1,purple
9.0,166,1165,0,1056,1,purple
9.0,178,1142,0,796,1,purple
9.0,191,1163,0,830,1,purple
9.0,192,1146,0,961,1,purple
9.0,190,1149,0,1538,1,purple
9.0,209,1157,0,1622,1,purple
4.0,295,688,0,2431,1,purple
4.0,296,655,0,2368,1,purple
4.0,297,616,0,2383,1,purple
4.0,317,622,0,2412,1,purple
4.0,309,587,0,2376,1,purple
4.0,319,577,0,2423,1,purple
4.0,305,586,0,2422,1,purple
4.0,276,606,0,2474,1,purple
4.0,274,580,0,2477,1,purple
4.0,266,582,0,2520,1,purple
4.0,252,569,0,2593,1,purple
4.0,261,570,0,2564,1,purple
4.0,251,560,0,2516,1,purple
4.0,276,521,0,2497,1,purple
4.0,317,453,0,2554,1,purple
4.0,154,163,0,872,2,dark purple
4.0,156,149,0,794,2,dark purple
4.0,148,134,0,788,2,dark purple
4.0,144,121,0,703,2,dark purple
4.0,162,94,0,654,2,dark purple
2.0,142,63,0,590,2,dark purple
2.0,135,61,0,549,2,dark purple
2.0,137,51,0,515,2,dark purple
2.0,123,44,0,451,2,dark purple
2.0,124,63,0,469,2,dark purple
2.0,137,68,0,456,2,dark purple
2.0,157,62,0,485,2,dark purple
2.0,162,63,0,512,2,dark purple
2.0,172,53,0,521,2,dark purple
2.0,156,44,0,500,2,dark purple
8.0,135,922,0,1900,1,purple
8.0,151,893,0,1870,1,purple
8.0,194,868,0,1924,1,purple
8.0,203,839,0,1867,1,purple
8.0,208,820,0,1847,1,purple
7.0,207,851,0,1865,1,purple
7.0,227,864,0,1900,1,purple
7.0,220,923,0,1915,1,purple
7.0,217,910,0,1933,1,purple
7.0,222,902,0,1923,1,purple
7.0,209,912,0,1964,1,purple
7.0,207,885,0,1960,1,purple
7.0,197,811,0,1952,1,purple
7.0,205,780,0,1904,1,purple
7.0,217,723,0,2014,1,purple
10.0,64,1253,0,1462,1,purple
10.0,69,1244,0,1655,1,purple
10.0,66,1247,0,1663,1,purple
10.0,64,1243,0,1672,1,purple
10.0,78,1288,0,1753,1,purple
10.0,89,1339,0,1839,1,purple
10.0,98,1358,0,1896,1,purple
10.0,146,1385,0,2005,1,purple
10.0,145,1360,0,1994,1,purple
10.0,152,1398,0,2061,1,purple
10.0,142,1372,0,2102,1,purple
10.0,146,1375,0,2011,1,purple
10.0,136,1370,0,2069,1,purple
10.0,145,1352,0,2166,1,purple
10.0,138,1347,0,2195,1,purple
7.0,14,107,0,26,0,pink
7.0,13,128,0,30,0,pink
7.0,14,136,0,34,0,pink
7.0,17,138,0,36,0,pink
7.0,20,136,0,0,0,pink
8.0,25,142,0,33,0,pink
8.0,22,146,0,0,0,pink
8.0,20,157,0,0,0,pink
8.0,15,158,0,0,0,pink
8.0,12,148,0,0,0,pink
8.0,16,156,0,0,0,pink
8.0,16,155,0,0,0,pink
8.0,17,155,0,0,0,pink
8.0,21,164,0,0,0,pink
8.0,24,160,0,0,0,pink
4.0,210,168,0,991,2,dark purple
4.0,199,148,0,896,2,dark purple
4.0,191,122,0,839,2,dark purple
4.0,167,108,0,845,2,dark purple
4.0,161,82,0,750,2,dark purple
3.0,139,66,0,547,2,dark purple
3.0,131,56,0,501,2,dark purple
3.0,120,55,0,484,2,dark purple
3.0,134,42,0,539,2,dark purple
3.0,139,35,0,541,2,dark purple
3.0,142,25,0,441,2,dark purple
3.0,152,22,0,0,0,pink
3.0,158,22,0,2,0,pink
3.0,153,22,0,0,0,pink
3.0,162,21,0,0,0,pink
3.0,147,46,0,773,2,dark purple
3.0,138,41,0,689,2,dark purple
3.0,110,31,0,620,2,dark purple
3.0,92,21,0,467,2,dark purple
3.0,89,25,0,435,2,dark purple
2.0,95,19,0,430,2,dark purple
2.0,93,13,0,301,0,pink
2.0,66,9,0,287,0,pink
2.0,77,7,0,343,0,pink
2.0,61,5,0,254,0,pink
2.0,75,6,0,323,0,pink
2.0,66,11,0,249,0,pink
2.0,70,9,10,270,0,pink
2.0,78,9,10,0,0,pink
2.0,65,8,13,0,0,pink
3.0,144,62,0,701,2,dark purple
3.0,141,59,0,713,2,dark purple
3.0,154,59,0,748,2,dark purple
3.0,174,72,0,825,2,dark purple
3.0,204,86,0,893,2,dark purple
3.0,188,98,0,901,2,dark purple
3.0,206,110,0,886,2,dark purple
3.0,214,124,0,943,2,dark purple
3.0,215,132,0,782,2,dark purple
3.0,197,133,0,799,2,dark purple
3.0,199,158,0,812,2,dark purple
3.0,207,183,0,784,2,dark purple
3.0,237,184,0,824,2,dark purple
3.0,257,173,0,901,2,dark purple
3.0,262,175,0,1013,2,dark purple
4.0,294,340,0,1295,1,purple
4.0,302,288,0,1254,2,dark purple
4.0,273,274,0,1213,2,dark purple
4.0,259,240,0,1135,2,dark purple
4.0,245,223,0,1061,2,dark purple
3.0,226,179,0,1021,2,dark purple
3.0,226,165,0,1009,2,dark purple
3.0,223,140,0,910,2,dark purple
3.0,214,134,0,828,2,dark purple
3.0,209,118,0,779,2,dark purple
3.0,207,140,0,721,2,dark purple
3.0,225,156,0,792,2,dark purple
3.0,239,155,0,755,2,dark purple
3.0,233,164,0,615,2,dark purple
3.0,216,181,0,809,2,dark purple
10.0,210,1061,0,1697,1,purple
10.0,217,1092,0,1683,1,purple
10.0,217,1098,0,1726,1,purple
10.0,232,1133,0,1766,1,purple
10.0,232,1149,0,1789,1,purple
8.0,246,1140,0,1794,1,purple
8.0,268,1084,0,1817,1,purple
8.0,275,1129,0,1855,1,purple
8.0,271,1172,0,1938,1,purple
8.0,272,1156,0,1862,1,purple
8.0,262,1179,0,1890,1,purple
8.0,266,1138,0,1883,1,purple
8.0,286,1100,0,1866,1,purple
8.0,311,1085,0,1920,1,purple
8.0,305,1062,0,1987,1,purple
1.0,221,17,0,4,0,pink
1.0,220,23,0,1317,2,dark purple
1.0,245,19,0,1251,2,dark purple
1.0,187,11,0,67,0,pink
1.0,196,14,0,1125,2,dark purple
1.0,173,11,0,1052,2,dark purple
1.0,142,6,0,948,2,dark purple
1.0,137,8,0,949,2,dark purple
1.0,118,11,0,853,2,dark purple
1.0,115,7,0,828,2,dark purple
1.0,134,12,0,851,2,dark purple
1.0,145,12,0,916,2,dark purple
1.0,145,5,0,860,2,dark purple
1.0,153,4,0,927,2,dark purple
1.0,176,5,0,1057,2,dark purple
10.0,52,731,0,937,2,dark purple
10.0,49,721,0,588,2,dark purple
10.0,53,689,0,589,2,dark purple
10.0,72,638,0,571,2,dark purple
10.0,76,623,0,593,2,dark purple
10.0,91,573,0,599,2,dark purple
10.0,103,596,0,649,2,dark purple
10.0,111,584,0,673,2,dark purple
10.0,100,601,0,673,2,dark purple
10.0,100,621,0,701,2,dark purple
10.0,99,643,0,725,2,dark purple
10.0,107,662,0,744,2,dark purple
10.0,118,682,0,757,2,dark purple
10.0,135,680,0,799,2,dark purple
10.0,131,682,0,805,2,dark purple
1.0,28,5,0,599,2,dark purple
1.0,35,3,0,548,2,dark purple
1.0,32,7,0,552,2,dark purple
1.0,43,3,0,564,2,dark purple
1.0,51,2,0,641,2,dark purple
1.0,57,4,0,634,2,dark purple
1.0,48,4,0,690,2,dark purple
1.0,46,4,0,578,2,dark purple
1.0,46,3,0,588,2,dark purple
1.0,44,3,0,618,2,dark purple
1.0,44,2,0,619,2,dark purple
1.0,40,2,0,732,2,dark purple
1.0,36,4,0,709,2,dark purple
1.0,37,5,0,721,2,dark purple
1.0,37,5,0,720,2,dark purple
1.0,170,3,0,736,2,dark purple
1.0,156,3,0,741,2,dark purple
1.0,159,1,0,736,2,dark purple
1.0,154,2,0,678,2,dark purple
1.0,128,2,0,627,2,dark purple
1.0,128,4,0,567,2,dark purple
1.0,128,2,0,568,2,dark purple
1.0,119,3,0,590,2,dark purple
1.0,139,4,0,604,2,dark purple
1.0,120,2,0,546,2,dark purple
1.0,116,1,0,580,2,dark purple
1.0,125,3,0,560,2,dark purple
1.0,128,2,0,597,2,dark purple
1.0,134,2,0,588,2,dark purple
1.0,147,3,0,619,2,dark purple
2.0,22,12,0,257,0,pink
2.0,22,8,0,230,0,pink
2.0,17,4,0,193,0,pink
2.0,10,4,0,175,0,pink
2.0,16,5,0,184,0,pink
1.0,12,5,0,177,0,pink
1.0,10,9,0,169,0,pink
1.0,11,8,0,192,0,pink
1.0,14,6,0,184,0,pink
1.0,20,9,0,149,0,pink
1.0,24,19,0,179,0,pink
1.0,30,11,0,194,0,pink
1.0,42,7,0,206,0,pink
1.0,30,8,0,220,0,pink
1.0,29,6,0,227,0,pink
1.0,63,16,0,3,0,pink
1.0,67,12,0,0,0,pink
1.0,60,13,0,852,2,dark purple
1.0,57,12,0,866,2,dark purple
1.0,61,11,0,881,2,dark purple
1.0,71,7,0,848,2,dark purple
1.0,82,3,0,867,2,dark purple
1.0,77,2,0,851,2,dark purple
1.0,83,2,0,858,2,dark purple
1.0,81,1,0,817,2,dark purple
1.0,79,0,0,550,2,dark purple
1.0,89,0,0,0,0,pink
1.0,88,0,0,0,0,pink
1.0,89,0,0,0,0,pink
1.0,90,0,0,0,0,pink
3.0,223,189,0,1654,1,purple
3.0,239,141,0,1574,1,purple
3.0,230,117,0,1528,1,purple
3.0,255,104,0,1471,1,purple
3.0,242,94,0,1449,1,purple
3.0,250,70,0,1371,2,dark purple
3.0,235,65,0,1361,2,dark purple
3.0,223,50,0,1352,2,dark purple
3.0,230,41,0,1311,2,dark purple
3.0,240,32,0,1275,2,dark purple
3.0,247,36,0,1257,2,dark purple
3.0,239,30,0,1193,2,dark purple
3.0,255,35,0,1210,2,dark purple
3.0,258,35,0,1304,2,dark purple
3.0,248,35,0,1531,1,purple
2.0,236,27,0,1397,2,dark purple
2.0,259,31,0,1409,2,dark purple
2.0,278,26,0,1384,2,dark purple
2.0,298,23,0,1382,2,dark purple
2.0,341,24,0,1483,1,purple
2.0,356,20,0,1334,2,dark purple
2.0,338,18,0,1301,2,dark purple
2.0,310,14,0,1226,2,dark purple
2.0,289,20,0,1241,2,dark purple
2.0,276,35,0,1116,2,dark purple
2.0,271,30,0,1176,2,dark purple
2.0,290,33,0,1114,2,dark purple
2.0,281,34,0,1086,2,dark purple
2.0,266,38,0,1064,2,dark purple
2.0,309,18,0,1165,2,dark purple
1.0,93,0,0,512,2,dark purple
1.0,108,1,0,509,2,dark purple
1.0,99,0,0,497,2,dark purple
1.0,90,0,0,478,2,dark purple
1.0,102,0,0,496,2,dark purple
1.0,102,2,0,486,2,dark purple
1.0,96,1,0,466,2,dark purple
1.0,92,2,0,499,2,dark purple
1.0,97,0,0,490,2,dark purple
1.0,102,0,0,472,2,dark purple
1.0,123,0,0,443,2,dark purple
1.0,122,1,0,480,2,dark purple
1.0,116,2,0,474,2,dark purple
1.0,95,3,0,476,2,dark purple
1.0,98,3,0,498,2,dark purple
2.0,497,229,0,1847,1,purple
2.0,479,210,0,1815,1,purple
2.0,426,197,0,1748,1,purple
2.0,430,192,0,1663,1,purple
2.0,468,179,0,1632,1,purple
1.0,464,152,0,1724,1,purple
1.0,488,127,0,1724,1,purple
1.0,524,105,0,1811,1,purple
1.0,525,99,0,1689,1,purple
1.0,565,82,0,1682,1,purple
1.0,628,68,0,1564,1,purple
1.0,696,69,0,1406,1,purple
1.0,668,61,0,1349,2,dark purple
1.0,637,56,0,1442,1,purple
1.0,603,42,0,1517,1,purple
1.0,601,96,165,1173,2,dark purple
1.0,634,92,144,1252,2,dark purple
1.0,603,74,141,1195,2,dark purple
1.0,579,60,132,1137,2,dark purple
1.0,550,50,111,1037,2,dark purple
1.0,525,48,96,955,2,dark purple
1.0,531,37,42,929,2,dark purple
1.0,578,34,0,949,2,dark purple
1.0,603,33,28,988,2,dark purple
1.0,564,36,47,730,2,dark purple
1.0,528,40,77,577,2,dark purple
1.0,535,40,114,680,2,dark purple
1.0,542,37,102,893,2,dark purple
1.0,574,29,120,1030,2,dark purple
1.0,604,25,144,1096,2,dark purple
2.0,569,196,0,879,2,dark purple
2.0,527,174,0,841,2,dark purple
2.0,500,146,0,840,2,dark purple
2.0,467,104,0,696,2,dark purple
2.0,470,67,0,632,2,dark purple
1.0,396,53,0,498,2,dark purple
1.0,347,50,0,434,2,dark purple
1.0,376,27,0,523,2,dark purple
1.0,385,24,0,588,2,dark purple
1.0,386,40,0,606,2,dark purple
1.0,470,51,0,721,2,dark purple
1.0,533,59,0,487,2,dark purple
1.0,536,57,0,495,2,dark purple
1.0,495,44,0,543,2,dark purple
1.0,515,44,0,663,2,dark purple
6.0,387,1044,0,1645,1,purple
6.0,389,962,0,1556,1,purple
6.0,407,941,0,1570,1,purple
6.0,395,900,0,1509,1,purple
6.0,406,875,0,1528,1,purple
5.0,434,833,0,1525,1,purple
5.0,455,836,0,1560,1,purple
5.0,481,795,0,1589,1,purple
5.0,452,742,0,1485,1,purple
5.0,424,672,0,1412,1,purple
5.0,455,640,0,1349,1,purple
5.0,459,604,0,1291,1,purple
5.0,441,548,0,1223,1,purple
5.0,431,486,0,1189,1,purple
5.0,412,416,0,1326,1,purple
6.0,343,955,0,1423,1,purple
6.0,324,959,0,1425,1,purple
6.0,342,921,0,1387,1,purple
6.0,351,941,0,1476,1,purple
6.0,351,958,0,1478,1,purple
6.0,338,970,0,1456,1,purple
6.0,349,978,0,1440,1,purple
6.0,428,949,0,1561,1,purple
6.0,408,966,0,1517,1,purple
6.0,406,1006,0,1407,1,purple
6.0,423,1015,0,1354,1,purple
6.0,435,983,0,1297,1,purple
6.0,434,984,0,1267,1,purple
6.0,441,991,0,1375,1,purple
6.0,454,897,0,1373,1,purple
2.0,108,6,0,1,0,pink
2.0,89,3,0,1,0,pink
2.0,80,6,0,0,0,pink
2.0,55,9,0,0,0,pink
2.0,56,10,0,0,0,pink
1.0,53,8,0,0,0,pink
1.0,64,10,0,0,0,pink
1.0,79,8,0,3,0,pink
1.0,100,5,0,0,0,pink
1.0,90,8,0,0,0,pink
1.0,93,9,0,0,0,pink
1.0,92,9,0,0,0,pink
1.0,80,7,0,0,0,pink
1.0,77,8,0,0,0,pink
1.0,73,3,0,0,0,pink
7.0,143,597,0,729,2,dark purple
7.0,150,601,0,732,2,dark purple
7.0,158,586,0,727,2,dark purple
7.0,190,600,0,774,2,dark purple
7.0,208,574,0,757,2,dark purple
6.0,209,553,0,731,2,dark purple
6.0,200,560,0,697,2,dark purple
6.0,194,541,0,691,2,dark purple
6.0,199,536,0,682,2,dark purple
6.0,232,495,0,669,2,dark purple
6.0,248,477,0,681,2,dark purple
6.0,291,501,0,702,2,dark purple
6.0,289,478,0,565,2,dark purple
6.0,281,491,0,582,2,dark purple
6.0,317,506,0,568,2,dark purple
4.0,227,376,0,573,2,dark purple
4.0,256,340,0,550,2,dark purple
4.0,249,305,0,550,2,dark purple
4.0,254,299,0,534,2,dark purple
4.0,255,283,0,395,2,dark purple
4.0,266,283,0,390,2,dark purple
4.0,307,263,0,393,2,dark purple
4.0,274,260,0,361,2,dark purple
4.0,247,241,0,315,2,dark purple
4.0,273,247,0,361,2,dark purple
4.0,293,257,0,367,2,dark purple
4.0,312,290,0,428,2,dark purple
4.0,326,302,0,465,2,dark purple
4.0,373,319,0,536,2,dark purple
4.0,394,343,0,588,2,dark purple
7.0,94,303,0,107,0,pink
7.0,92,327,0,139,0,pink
7.0,89,348,0,110,0,pink
7.0,101,377,0,162,0,pink
7.0,105,377,0,107,0,pink
6.0,110,378,0,178,0,pink
6.0,100,403,0,196,0,pink
6.0,105,399,0,510,2,dark purple
6.0,104,387,0,337,2,dark purple
6.0,121,366,0,349,2,dark purple
6.0,143,340,0,388,2,dark purple
6.0,143,309,0,362,2,dark purple
6.0,136,299,0,350,2,dark purple
6.0,114,290,0,284,0,pink
6.0,113,255,0,297,0,pink
3.0,128,138,0,64,0,pink
3.0,105,109,0,62,0,pink
3.0,98,104,0,83,0,pink
3.0,77,100,0,49,0,pink
3.0,67,103,0,37,0,pink
3.0,64,113,0,55,0,pink
3.0,86,111,0,44,0,pink
3.0,85,104,0,43,0,pink
3.0,114,93,0,47,0,pink
3.0,114,84,0,16,0,pink
3.0,131,87,0,22,0,pink
3.0,169,79,0,22,0,pink
3.0,156,79,0,0,0,pink
3.0,130,72,0,0,0,pink
3.0,127,64,0,0,0,pink
6.0,103,674,0,257,2,dark purple
6.0,103,650,0,267,2,dark purple
6.0,121,644,0,238,2,dark purple
6.0,153,634,0,327,2,dark purple
6.0,150,674,0,609,2,dark purple
5.0,214,639,0,292,2,dark purple
5.0,201,678,0,336,2,dark purple
5.0,222,671,0,449,2,dark purple
5.0,258,667,0,285,2,dark purple
5.0,271,656,0,386,2,dark purple
5.0,274,664,0,419,2,dark purple
5.0,262,668,0,349,2,dark purple
5.0,253,673,0,352,2,dark purple
5.0,231,652,0,823,2,dark purple
5.0,216,614,0,889,2,dark purple
6.0,180,393,0,533,2,dark purple
6.0,182,377,0,527,2,dark purple
6.0,173,362,0,501,2,dark purple
6.0,181,369,0,527,2,dark purple
6.0,179,353,0,489,2,dark purple
5.0,187,339,0,486,2,dark purple
5.0,178,329,0,479,2,dark purple
5.0,189,303,0,478,2,dark purple
5.0,163,277,0,384,2,dark purple
5.0,158,244,0,351,2,dark purple
5.0,181,216,0,335,2,dark purple
5.0,163,212,0,312,0,pink
5.0,157,201,0,291,0,pink
5.0,147,184,0,282,0,pink
5.0,156,172,0,263,0,pink
6.0,148,486,0,0,0,pink
6.0,153,491,0,1,0,pink
6.0,150,512,0,2,0,pink
6.0,148,522,0,0,0,pink
6.0,147,503,0,0,0,pink
