School Decile,Māori,European/ Pākehā,Immersion Level 1,Immersion None,clusters,cluster
1.0,13,2,0,0,0,pink
1.0,13,3,0,0,0,pink
1.0,17,4,0,0,0,pink
1.0,13,3,0,0,0,pink
1.0,15,3,0,0,0,pink
1.0,21,2,0,0,0,pink
1.0,24,2,0,0,0,pink
1.0,16,1,0,0,0,pink
1.0,10,1,0,0,0,pink
1.0,12,0,0,0,0,pink
1.0,14,0,0,0,0,pink
1.0,12,0,0,0,0,pink
1.0,11,0,0,0,0,pink
1.0,10,1,0,0,0,pink
3.0,194,1,198,0,0,pink
3.0,216,0,219,0,0,pink
3.0,220,0,225,0,0,pink
3.0,240,0,242,0,0,pink
3.0,238,0,238,0,0,pink
3.0,242,0,242,0,0,pink
3.0,249,0,249,0,0,pink
3.0,272,0,272,0,0,pink
3.0,293,0,293,0,0,pink
3.0,297,0,298,0,0,pink
3.0,287,0,287,0,0,pink
3.0,282,0,277,0,0,pink
3.0,300,2,302,0,0,pink
3.0,341,2,343,0,0,pink
3.0,306,2,308,0,0,pink
6.0,24,134,0,0,0,pink
6.0,16,114,0,0,0,pink
6.0,28,128,0,0,0,pink
6.0,23,108,0,0,0,pink
7.0,24,145,0,9,0,pink
7.0,28,146,0,0,0,pink
7.0,32,130,0,0,0,pink
7.0,38,137,0,0,0,pink
7.0,46,156,0,0,0,pink
7.0,39,142,0,0,0,pink
7.0,38,153,0,0,0,pink
7.0,34,137,0,0,0,pink
7.0,33,141,0,0,0,pink
7.0,27,125,0,0,0,pink
7.0,26,101,0,0,0,pink
6.0,18,56,0,0,0,pink
6.0,20,53,0,0,0,pink
7.0,19,52,0,0,0,pink
7.0,18,39,0,0,0,pink
8.0,18,42,0,0,0,pink
8.0,17,42,0,0,0,pink
8.0,15,39,0,0,0,pink
8.0,13,34,0,0,0,pink
8.0,14,29,0,0,0,pink
7.0,9,34,0,0,0,pink
7.0,8,23,0,0,0,pink
9.0,2,19,0,26,0,pink
9.0,6,16,0,0,0,pink
9.0,4,10,0,2,0,pink
9.0,3,16,0,0,0,pink
9.0,4,18,0,0,0,pink
9.0,3,5,0,0,0,pink
9.0,0,2,0,0,0,pink
9.0,0,3,0,0,0,pink
9.0,0,2,0,4,0,pink
9.0,0,3,0,19,0,pink
9.0,0,6,0,19,0,pink
9.0,0,5,0,17,0,pink
9.0,15,36,0,78,0,pink
9.0,13,32,0,60,0,pink
9.0,7,29,0,57,0,pink
5.0,38,165,0,0,0,pink
5.0,40,167,0,0,0,pink
5.0,43,169,0,0,0,pink
5.0,45,180,0,0,0,pink
5.0,43,157,0,0,0,pink
4.0,42,166,0,0,0,pink
4.0,45,147,0,0,0,pink
4.0,58,148,0,0,0,pink
4.0,56,126,0,0,0,pink
4.0,60,115,0,0,0,pink
4.0,64,104,0,0,0,pink
4.0,66,95,0,0,0,pink
4.0,69,85,0,0,0,pink
4.0,57,95,0,0,0,pink
4.0,63,87,0,0,0,pink
1.0,32,2,33,1,0,pink
1.0,43,0,43,0,0,pink
1.0,37,0,37,0,0,pink
1.0,34,0,34,0,0,pink
1.0,28,0,28,0,0,pink
2.0,16,0,16,0,0,pink
2.0,12,0,12,0,0,pink
2.0,23,0,23,0,0,pink
2.0,19,0,19,0,0,pink
2.0,6,0,6,0,0,pink
2.0,21,0,17,4,0,pink
2.0,22,0,18,4,0,pink
2.0,19,0,14,0,0,pink
2.0,13,0,13,0,0,pink
2.0,23,0,22,1,0,pink
4.0,132,177,0,4,0,pink
4.0,136,159,0,0,0,pink
4.0,141,148,0,0,0,pink
4.0,146,141,0,0,0,pink
4.0,135,131,0,0,0,pink
3.0,141,103,0,0,0,pink
3.0,138,99,0,0,0,pink
3.0,129,105,0,0,0,pink
3.0,124,100,0,0,0,pink
3.0,136,119,0,0,0,pink
3.0,133,108,0,0,0,pink
3.0,124,101,0,0,0,pink
3.0,132,101,0,0,0,pink
3.0,141,91,0,0,0,pink
3.0,147,88,0,0,0,pink
4.0,99,104,0,1,0,pink
4.0,100,99,0,0,0,pink
4.0,114,87,0,0,0,pink
4.0,85,90,0,0,0,pink
4.0,79,82,0,0,0,pink
4.0,71,75,0,0,0,pink
4.0,76,62,0,0,0,pink
4.0,78,51,0,0,0,pink
4.0,74,46,0,0,0,pink
4.0,65,41,0,0,0,pink
4.0,59,42,0,0,0,pink
4.0,66,56,0,0,0,pink
4.0,70,60,0,0,0,pink
4.0,75,77,0,0,0,pink
4.0,75,84,0,0,0,pink
1.0,217,8,26,0,0,pink
1.0,221,4,20,0,0,pink
1.0,180,4,14,0,0,pink
1.0,206,7,14,0,0,pink
1.0,198,7,19,0,0,pink
1.0,209,8,11,0,0,pink
1.0,178,4,12,0,0,pink
1.0,170,4,12,0,0,pink
1.0,202,6,16,0,0,pink
1.0,173,7,16,0,0,pink
1.0,193,5,14,0,0,pink
1.0,199,5,0,0,0,pink
1.0,186,9,0,0,0,pink
1.0,188,5,0,0,0,pink
1.0,189,2,0,0,0,pink
9.0,12,72,0,0,0,pink
9.0,7,67,0,0,0,pink
9.0,9,44,0,0,0,pink
9.0,7,34,0,0,0,pink
9.0,6,32,0,0,0,pink
8.0,8,41,0,0,0,pink
8.0,9,31,0,0,0,pink
8.0,13,33,0,0,0,pink
8.0,12,24,0,0,0,pink
8.0,13,31,0,0,0,pink
8.0,11,35,0,0,0,pink
8.0,14,42,0,0,0,pink
8.0,15,41,0,0,0,pink
8.0,11,46,0,0,0,pink
8.0,10,50,0,0,0,pink
2.0,56,0,57,0,0,pink
2.0,64,0,66,0,0,pink
2.0,53,0,55,0,0,pink
2.0,57,0,59,0,0,pink
2.0,81,0,81,0,0,pink
2.0,89,0,88,0,0,pink
2.0,76,0,71,0,0,pink
2.0,76,0,75,0,0,pink
2.0,75,0,73,0,0,pink
2.0,83,0,82,0,0,pink
2.0,89,0,86,0,0,pink
2.0,92,0,87,0,0,pink
2.0,100,0,94,0,0,pink
2.0,120,0,116,0,0,pink
2.0,134,0,132,0,0,pink
4.0,4,51,0,56,0,pink
4.0,4,50,0,56,0,pink
4.0,4,53,0,59,0,pink
4.0,3,51,0,56,0,pink
4.0,2,48,0,53,0,pink
5.0,1,47,0,49,0,pink
5.0,2,53,0,59,0,pink
5.0,7,61,0,71,0,pink
5.0,7,59,0,68,0,pink
5.0,8,59,0,0,0,pink
5.0,9,58,0,0,0,pink
3.0,67,9,0,49,0,pink
3.0,141,24,0,0,0,pink
3.0,140,17,0,0,0,pink
3.0,130,12,0,0,0,pink
3.0,152,13,0,127,0,pink
3.0,158,12,0,125,0,pink
3.0,158,11,0,115,0,pink
3.0,166,6,0,129,0,pink
3.0,126,4,0,82,0,pink
3.0,114,4,0,73,0,pink
3.0,106,4,0,0,0,pink
3.0,75,1,0,0,0,pink
3.0,72,0,0,0,0,pink
3.0,85,0,0,0,0,pink
3.0,57,0,0,0,0,pink
4.0,43,259,0,0,0,pink
4.0,39,261,0,0,0,pink
4.0,39,266,0,0,0,pink
4.0,42,259,0,0,0,pink
4.0,43,219,0,0,0,pink
6.0,46,200,0,0,0,pink
6.0,47,176,0,1,0,pink
6.0,60,175,0,0,0,pink
6.0,54,171,0,0,0,pink
6.0,62,173,0,0,0,pink
6.0,52,191,0,0,0,pink
6.0,52,186,0,0,0,pink
6.0,60,193,0,0,0,pink
6.0,67,207,0,1,0,pink
6.0,63,194,0,0,0,pink
2.0,103,92,0,0,0,pink
2.0,100,78,0,0,0,pink
2.0,116,78,0,0,0,pink
2.0,120,69,0,0,0,pink
2.0,123,57,0,0,0,pink
2.0,134,57,0,0,0,pink
2.0,123,43,0,0,0,pink
2.0,134,62,0,0,0,pink
2.0,133,65,0,0,0,pink
2.0,125,65,0,0,0,pink
2.0,121,50,0,0,0,pink
2.0,126,49,0,0,0,pink
2.0,139,57,0,0,0,pink
2.0,129,75,0,0,0,pink
2.0,140,77,0,0,0,pink
2.0,249,156,0,0,0,pink
2.0,218,149,0,0,0,pink
2.0,217,145,0,0,0,pink
2.0,246,146,0,0,0,pink
2.0,254,146,0,0,0,pink
2.0,250,152,0,0,0,pink
2.0,235,143,0,0,0,pink
2.0,226,134,0,0,0,pink
2.0,221,128,0,0,0,pink
2.0,232,138,0,0,0,pink
2.0,222,147,0,0,0,pink
2.0,229,147,0,0,0,pink
2.0,238,153,0,0,0,pink
2.0,238,169,0,0,0,pink
2.0,262,192,0,0,0,pink
3.0,93,118,0,0,0,pink
3.0,92,113,0,0,0,pink
3.0,87,122,0,0,0,pink
3.0,96,123,0,0,0,pink
3.0,110,123,0,0,0,pink
3.0,125,124,0,0,0,pink
3.0,127,115,0,0,0,pink
3.0,147,132,0,0,0,pink
3.0,142,136,0,0,0,pink
3.0,132,133,0,0,0,pink
3.0,139,136,0,0,0,pink
3.0,116,125,0,0,0,pink
3.0,100,119,0,0,0,pink
3.0,94,119,0,0,0,pink
3.0,81,116,0,0,0,pink
4.0,86,248,0,0,0,pink
4.0,116,244,0,0,0,pink
4.0,96,241,0,0,0,pink
4.0,102,252,0,0,0,pink
4.0,109,244,0,0,0,pink
5.0,101,226,0,0,0,pink
5.0,103,242,0,0,0,pink
5.0,95,223,0,0,0,pink
5.0,115,207,0,0,0,pink
5.0,109,201,0,0,0,pink
5.0,111,203,0,0,0,pink
5.0,126,189,0,0,0,pink
5.0,129,186,0,0,0,pink
5.0,128,189,0,0,0,pink
5.0,137,174,0,0,0,pink
3.0,135,93,0,0,0,pink
3.0,149,100,0,0,0,pink
3.0,143,91,0,0,0,pink
3.0,139,84,0,0,0,pink
3.0,151,94,0,0,0,pink
2.0,160,100,0,0,0,pink
2.0,186,112,0,0,0,pink
2.0,184,119,0,0,0,pink
2.0,185,131,0,0,0,pink
2.0,173,110,0,0,0,pink
2.0,174,103,0,0,0,pink
2.0,187,100,0,0,0,pink
2.0,165,88,0,0,0,pink
2.0,153,90,0,0,0,pink
2.0,154,70,0,0,0,pink
10.0,13,293,0,0,0,pink
10.0,15,317,0,0,0,pink
10.0,19,320,0,0,0,pink
10.0,22,273,0,0,0,pink
10.0,25,237,0,0,0,pink
9.0,24,221,0,0,0,pink
9.0,24,217,0,0,0,pink
9.0,23,205,0,0,0,pink
9.0,27,188,0,0,0,pink
9.0,31,188,0,0,0,pink
9.0,26,196,0,3,0,pink
9.0,26,195,0,0,0,pink
9.0,24,179,0,0,0,pink
9.0,22,176,0,0,0,pink
9.0,22,192,0,0,0,pink
1.0,38,0,38,0,0,pink
1.0,45,0,45,0,0,pink
1.0,50,0,50,0,0,pink
1.0,48,0,48,0,0,pink
1.0,51,0,51,0,0,pink
1.0,55,0,55,0,0,pink
1.0,36,0,36,0,0,pink
1.0,33,0,26,0,0,pink
1.0,42,0,42,0,0,pink
1.0,67,0,54,0,0,pink
1.0,78,0,78,0,0,pink
1.0,84,0,61,2,0,pink
1.0,87,0,72,0,0,pink
1.0,94,0,94,0,0,pink
1.0,92,0,92,0,0,pink
1.0,36,0,0,0,0,pink
1.0,38,1,0,0,0,pink
1.0,41,3,0,0,0,pink
1.0,28,1,0,0,0,pink
1.0,34,2,0,0,0,pink
1.0,32,1,0,0,0,pink
1.0,38,0,0,0,0,pink
1.0,42,0,0,0,0,pink
1.0,47,2,0,0,0,pink
1.0,50,1,0,0,0,pink
1.0,52,1,20,0,0,pink
1.0,41,1,19,0,0,pink
1.0,49,0,26,0,0,pink
1.0,32,0,22,0,0,pink
1.0,32,0,23,0,0,pink
2.0,202,5,30,0,0,pink
2.0,199,3,47,0,0,pink
2.0,212,4,66,0,0,pink
2.0,216,3,59,0,0,pink
2.0,194,5,59,0,0,pink
1.0,218,4,63,0,0,pink
1.0,222,7,58,0,0,pink
1.0,224,5,50,0,0,pink
1.0,220,6,54,0,0,pink
1.0,201,7,51,0,0,pink
1.0,198,10,47,0,0,pink
1.0,174,12,39,0,0,pink
1.0,202,14,38,0,0,pink
1.0,249,14,52,0,0,pink
1.0,259,10,48,0,0,pink
1.0,175,30,0,0,0,pink
1.0,146,23,0,0,0,pink
1.0,123,15,0,0,0,pink
1.0,105,14,0,0,0,pink
1.0,115,11,0,0,0,pink
1.0,126,14,0,0,0,pink
1.0,135,18,0,0,0,pink
1.0,159,16,0,0,0,pink
1.0,151,11,0,0,0,pink
1.0,145,7,0,0,0,pink
1.0,147,9,0,0,0,pink
1.0,135,6,0,0,0,pink
1.0,128,4,0,135,0,pink
1.0,132,0,0,0,0,pink
1.0,109,0,0,0,0,pink
3.0,168,0,168,0,0,pink
3.0,186,0,186,0,0,pink
3.0,178,0,178,0,0,pink
3.0,178,0,178,0,0,pink
3.0,173,0,173,0,0,pink
3.0,170,0,170,0,0,pink
3.0,184,0,182,0,0,pink
3.0,204,0,200,0,0,pink
3.0,256,0,255,0,0,pink
3.0,264,0,260,0,0,pink
3.0,283,0,280,0,0,pink
3.0,302,0,295,0,0,pink
3.0,341,1,333,0,0,pink
3.0,374,0,368,0,0,pink
3.0,384,0,378,0,0,pink
1.0,108,0,108,0,0,pink
1.0,115,0,115,0,0,pink
1.0,133,0,133,0,0,pink
1.0,133,0,133,0,0,pink
1.0,143,0,143,0,0,pink
3.0,166,0,166,0,0,pink
3.0,194,0,194,0,0,pink
3.0,221,0,221,0,0,pink
3.0,216,0,213,0,0,pink
3.0,146,0,146,0,0,pink
3.0,180,0,170,0,0,pink
3.0,210,1,205,0,0,pink
3.0,234,1,222,1,0,pink
3.0,228,0,213,0,0,pink
3.0,215,0,211,0,0,pink
1.0,132,0,132,0,0,pink
1.0,136,0,136,0,0,pink
1.0,134,0,134,0,0,pink
1.0,174,0,163,0,0,pink
1.0,191,0,188,0,0,pink
1.0,222,0,220,0,0,pink
1.0,125,0,116,0,0,pink
1.0,120,0,116,0,0,pink
1.0,123,0,117,0,0,pink
1.0,124,0,120,0,0,pink
1.0,119,0,119,0,0,pink
1.0,112,0,112,0,0,pink
1.0,109,0,109,0,0,pink
1.0,110,0,112,0,0,pink
1.0,121,0,123,0,0,pink
2.0,38,0,38,0,0,pink
2.0,42,0,42,0,0,pink
2.0,59,0,59,0,0,pink
2.0,69,0,69,0,0,pink
2.0,57,0,57,0,0,pink
2.0,67,0,67,0,0,pink
2.0,91,0,91,0,0,pink
2.0,111,0,111,0,0,pink
2.0,118,0,118,0,0,pink
2.0,131,0,131,0,0,pink
2.0,135,0,130,0,0,pink
2.0,141,0,136,0,0,pink
2.0,174,0,171,0,0,pink
2.0,191,0,192,0,0,pink
2.0,223,0,211,0,0,pink
5.0,12,0,0,0,0,pink
5.0,8,0,0,0,0,pink
5.0,7,1,0,0,0,pink
5.0,7,1,0,0,0,pink
5.0,6,1,0,0,0,pink
7.0,6,1,0,0,0,pink
7.0,10,2,0,0,0,pink
7.0,14,2,0,0,0,pink
7.0,13,1,0,0,0,pink
7.0,13,2,0,0,0,pink
7.0,9,2,0,0,0,pink
7.0,12,3,0,0,0,pink
5.0,7,4,0,0,0,pink
7.0,9,2,0,0,0,pink
7.0,7,3,0,0,0,pink
1.0,52,6,0,0,0,pink
1.0,48,4,0,0,0,pink
1.0,43,2,0,0,0,pink
1.0,50,2,0,0,0,pink
1.0,47,6,0,0,0,pink
1.0,32,8,0,0,0,pink
1.0,38,2,0,0,0,pink
1.0,45,3,0,0,0,pink
1.0,42,2,0,0,0,pink
1.0,53,5,0,0,0,pink
1.0,53,8,0,0,0,pink
1.0,62,11,0,0,0,pink
1.0,62,15,0,0,0,pink
1.0,61,15,0,0,0,pink
1.0,61,17,0,0,0,pink
1.0,45,2,0,0,0,pink
1.0,33,1,0,0,0,pink
1.0,33,1,0,0,0,pink
1.0,38,2,0,0,0,pink
1.0,37,2,0,0,0,pink
1.0,41,3,0,0,0,pink
1.0,42,4,0,0,0,pink
1.0,55,5,0,0,0,pink
1.0,35,5,0,40,0,pink
1.0,43,5,0,48,0,pink
1.0,53,5,0,58,0,pink
1.0,58,5,0,63,0,pink
1.0,58,4,0,62,0,pink
1.0,60,0,0,60,0,pink
1.0,58,0,0,58,0,pink
2.0,42,2,8,0,0,pink
2.0,40,3,13,0,0,pink
2.0,34,2,10,0,0,pink
2.0,29,0,8,0,0,pink
2.0,32,0,11,0,0,pink
1.0,22,0,7,3,0,pink
1.0,21,1,7,0,0,pink
1.0,21,1,6,11,0,pink
1.0,13,0,7,18,0,pink
1.0,20,0,4,25,0,pink
1.0,21,0,2,21,0,pink
1.0,29,0,17,0,0,pink
1.0,23,0,14,0,0,pink
1.0,16,0,12,0,0,pink
1.0,22,0,19,0,0,pink
6.0,41,88,0,0,0,pink
6.0,61,84,0,0,0,pink
6.0,48,85,0,0,0,pink
6.0,52,68,0,0,0,pink
6.0,48,65,0,0,0,pink
5.0,53,71,0,0,0,pink
5.0,63,91,0,0,0,pink
5.0,73,88,0,0,0,pink
5.0,66,98,0,0,0,pink
5.0,52,95,0,0,0,pink
5.0,55,100,0,0,0,pink
5.0,62,97,0,0,0,pink
5.0,66,89,0,0,0,pink
5.0,63,81,0,0,0,pink
5.0,70,71,0,0,0,pink
6.0,173,356,0,0,0,pink
6.0,174,357,0,0,0,pink
6.0,170,379,0,0,0,pink
6.0,172,393,0,0,0,pink
6.0,191,387,0,0,0,pink
5.0,196,410,0,0,0,pink
5.0,204,396,0,0,0,pink
5.0,221,394,0,0,0,pink
5.0,212,392,0,0,0,pink
5.0,212,350,0,0,0,pink
5.0,212,342,0,0,0,pink
5.0,228,307,0,0,0,pink
5.0,240,306,0,0,0,pink
5.0,226,292,0,0,0,pink
5.0,233,270,0,0,0,pink
3.0,227,152,0,0,0,pink
3.0,254,144,0,0,0,pink
3.0,284,128,0,0,0,pink
3.0,289,119,0,0,0,pink
3.0,286,107,0,0,0,pink
2.0,291,109,0,0,0,pink
2.0,303,97,0,0,0,pink
2.0,311,96,0,0,0,pink
2.0,276,76,0,0,0,pink
2.0,267,72,0,0,0,pink
2.0,261,78,0,0,0,pink
2.0,269,68,0,0,0,pink
2.0,243,66,12,0,0,pink
2.0,232,70,34,0,0,pink
2.0,218,61,16,0,0,pink
4.0,92,124,0,0,0,pink
4.0,83,134,0,0,0,pink
4.0,63,123,0,0,0,pink
4.0,53,123,0,0,0,pink
4.0,57,132,0,0,0,pink
4.0,57,101,0,0,0,pink
4.0,42,106,0,0,0,pink
4.0,41,109,0,8,0,pink
4.0,50,113,0,10,0,pink
4.0,50,106,0,19,0,pink
4.0,46,99,0,11,0,pink
4.0,51,91,0,0,0,pink
4.0,51,90,0,0,0,pink
4.0,49,86,0,0,0,pink
4.0,54,74,0,0,0,pink
2.0,124,11,15,0,0,pink
2.0,128,7,14,0,0,pink
2.0,130,11,0,0,0,pink
2.0,138,8,0,0,0,pink
2.0,132,10,0,0,0,pink
1.0,131,10,0,0,0,pink
1.0,105,14,0,0,0,pink
1.0,134,11,0,0,0,pink
1.0,128,11,0,0,0,pink
1.0,102,11,0,0,0,pink
1.0,81,7,0,0,0,pink
1.0,78,6,0,0,0,pink
1.0,101,11,0,0,0,pink
1.0,120,13,0,0,0,pink
1.0,112,4,0,0,0,pink
5.0,179,123,0,0,0,pink
5.0,200,145,0,0,0,pink
5.0,208,164,0,0,0,pink
5.0,182,171,0,0,0,pink
5.0,160,175,0,0,0,pink
5.0,151,182,0,0,0,pink
5.0,173,205,0,0,0,pink
5.0,201,199,0,0,0,pink
5.0,182,204,0,0,0,pink
5.0,189,195,0,0,0,pink
5.0,171,192,0,0,0,pink
5.0,167,203,0,0,0,pink
5.0,136,225,0,0,0,pink
5.0,140,224,0,0,0,pink
5.0,147,237,0,0,0,pink
2.0,245,80,34,0,0,pink
2.0,241,77,28,0,0,pink
2.0,242,77,20,0,0,pink
2.0,226,67,17,0,0,pink
2.0,242,72,11,0,0,pink
3.0,235,85,17,0,0,pink
3.0,244,115,13,0,0,pink
3.0,231,137,0,0,0,pink
3.0,242,166,0,0,0,pink
3.0,269,173,0,0,0,pink
3.0,238,196,0,0,0,pink
3.0,228,216,0,0,0,pink
3.0,204,204,0,0,0,pink
3.0,229,191,0,0,0,pink
3.0,232,190,0,0,0,pink
5.0,19,28,0,0,0,pink
5.0,22,25,0,0,0,pink
5.0,20,30,0,0,0,pink
5.0,19,29,0,0,0,pink
5.0,23,28,0,0,0,pink
5.0,21,26,0,0,0,pink
5.0,22,26,0,0,0,pink
5.0,24,25,0,0,0,pink
5.0,30,21,0,0,0,pink
5.0,26,22,0,0,0,pink
5.0,29,21,0,0,0,pink
5.0,23,18,0,0,0,pink
5.0,21,18,0,0,0,pink
5.0,19,19,0,0,0,pink
5.0,21,25,0,0,0,pink
6.0,15,24,0,0,0,pink
6.0,16,28,0,0,0,pink
6.0,15,29,0,0,0,pink
6.0,10,35,0,0,0,pink
6.0,14,22,0,0,0,pink
7.0,13,21,0,0,0,pink
7.0,14,12,0,0,0,pink
7.0,17,14,0,0,0,pink
7.0,14,20,0,0,0,pink
7.0,6,16,0,0,0,pink
7.0,6,12,0,0,0,pink
7.0,6,11,0,0,0,pink
7.0,10,20,0,0,0,pink
7.0,12,21,0,0,0,pink
7.0,9,18,0,0,0,pink
1.0,137,2,0,0,0,pink
1.0,146,1,0,0,0,pink
1.0,152,2,0,0,0,pink
1.0,148,2,0,0,0,pink
1.0,139,2,0,0,0,pink
1.0,132,2,0,0,0,pink
1.0,127,1,0,0,0,pink
1.0,123,1,0,0,0,pink
1.0,117,0,18,17,0,pink
1.0,102,0,17,0,0,pink
1.0,94,0,0,0,0,pink
1.0,77,0,13,2,0,pink
1.0,81,0,9,0,0,pink
1.0,81,0,0,9,0,pink
1.0,75,0,0,29,0,pink
6.0,76,247,0,0,0,pink
6.0,73,226,0,0,0,pink
6.0,91,235,0,0,0,pink
6.0,89,250,0,0,0,pink
6.0,96,265,0,0,0,pink
6.0,93,279,0,0,0,pink
6.0,80,275,0,0,0,pink
6.0,76,286,0,0,0,pink
6.0,74,282,0,0,0,pink
6.0,91,248,0,0,0,pink
6.0,87,236,0,0,0,pink
6.0,94,206,0,0,0,pink
6.0,84,199,0,0,0,pink
6.0,91,194,0,0,0,pink
6.0,97,196,0,0,0,pink
2.0,142,68,0,1,0,pink
2.0,148,63,0,0,0,pink
2.0,156,62,0,0,0,pink
2.0,169,63,0,0,0,pink
2.0,150,75,0,0,0,pink
2.0,145,72,0,0,0,pink
2.0,153,68,0,0,0,pink
2.0,172,69,0,0,0,pink
2.0,163,56,0,0,0,pink
2.0,157,51,0,0,0,pink
2.0,183,54,0,0,0,pink
2.0,187,60,0,0,0,pink
2.0,181,73,0,0,0,pink
2.0,183,60,0,0,0,pink
2.0,205,49,0,0,0,pink
5.0,70,161,0,0,0,pink
5.0,76,161,0,0,0,pink
5.0,67,186,0,0,0,pink
5.0,77,217,0,0,0,pink
5.0,69,252,0,0,0,pink
6.0,77,289,0,0,0,pink
6.0,92,299,0,0,0,pink
6.0,80,303,0,0,0,pink
6.0,88,314,0,0,0,pink
6.0,76,310,0,1,0,pink
6.0,67,278,0,0,0,pink
6.0,60,257,0,0,0,pink
6.0,64,214,0,0,0,pink
6.0,78,221,0,0,0,pink
6.0,81,182,0,0,0,pink
9.0,76,452,0,0,0,pink
9.0,83,466,0,0,0,pink
9.0,84,479,0,0,0,pink
9.0,85,496,0,0,0,pink
9.0,107,488,0,0,0,pink
8.0,117,486,0,0,0,pink
8.0,109,468,0,0,0,pink
8.0,117,472,0,0,0,pink
8.0,113,443,0,0,0,pink
8.0,112,442,0,0,0,pink
8.0,115,452,0,0,0,pink
8.0,118,440,0,0,0,pink
8.0,132,407,0,0,0,pink
8.0,139,383,0,0,0,pink
8.0,129,369,0,0,0,pink
2.0,113,0,113,0,0,pink
2.0,128,0,128,0,0,pink
2.0,123,0,123,0,0,pink
2.0,139,0,139,0,0,pink
2.0,138,0,138,0,0,pink
2.0,154,0,154,0,0,pink
2.0,149,0,150,0,0,pink
2.0,155,0,155,0,0,pink
2.0,153,0,153,0,0,pink
2.0,167,0,167,0,0,pink
2.0,165,0,165,0,0,pink
2.0,173,0,173,0,0,pink
2.0,167,0,167,0,0,pink
2.0,172,0,172,0,0,pink
2.0,168,0,168,0,0,pink
8.0,109,311,52,0,0,pink
8.0,113,314,45,0,0,pink
8.0,127,306,54,0,0,pink
8.0,145,299,55,0,0,pink
8.0,144,312,50,0,0,pink
8.0,147,309,53,0,0,pink
8.0,153,318,46,0,0,pink
8.0,155,299,53,0,0,pink
8.0,142,327,46,0,0,pink
8.0,144,295,62,0,0,pink
8.0,133,274,54,0,0,pink
8.0,134,244,60,0,0,pink
8.0,130,236,60,0,0,pink
8.0,133,221,58,0,0,pink
8.0,134,203,65,0,0,pink
9.0,30,60,0,2,0,pink
9.0,29,61,0,0,0,pink
9.0,27,65,0,0,0,pink
9.0,33,60,0,0,0,pink
9.0,35,60,0,0,0,pink
8.0,42,54,0,0,0,pink
8.0,40,65,0,0,0,pink
8.0,38,76,0,0,0,pink
8.0,35,67,0,0,0,pink
8.0,35,61,0,0,0,pink
8.0,28,56,0,0,0,pink
8.0,22,51,0,0,0,pink
8.0,26,57,0,0,0,pink
8.0,33,58,0,0,0,pink
8.0,40,51,0,0,0,pink
4.0,115,77,0,0,0,pink
4.0,116,57,0,0,0,pink
4.0,103,61,0,0,0,pink
4.0,114,49,0,0,0,pink
4.0,130,50,0,0,0,pink
4.0,130,48,18,0,0,pink
4.0,148,56,38,0,0,pink
4.0,147,49,47,0,0,pink
4.0,167,55,55,0,0,pink
4.0,181,60,59,0,0,pink
4.0,172,72,54,0,0,pink
4.0,201,58,66,0,0,pink
4.0,186,63,74,0,0,pink
4.0,192,51,80,0,0,pink
4.0,204,49,84,0,0,pink
9.0,42,277,0,0,0,pink
9.0,40,261,0,0,0,pink
9.0,52,255,0,0,0,pink
9.0,52,261,0,0,0,pink
9.0,45,258,0,0,0,pink
10.0,43,283,0,0,0,pink
10.0,46,295,0,0,0,pink
10.0,57,299,0,0,0,pink
10.0,53,300,0,0,0,pink
10.0,64,297,0,0,0,pink
10.0,69,287,0,0,0,pink
10.0,62,288,0,0,0,pink
10.0,48,270,0,0,0,pink
10.0,51,261,0,0,0,pink
10.0,60,255,0,0,0,pink
8.0,41,359,0,0,0,pink
8.0,45,361,0,0,0,pink
8.0,51,378,0,0,0,pink
8.0,52,382,0,0,0,pink
8.0,64,374,0,0,0,pink
9.0,66,343,0,0,0,pink
9.0,73,374,0,7,0,pink
9.0,76,428,0,1,0,pink
9.0,81,464,0,0,0,pink
9.0,91,531,0,0,0,pink
9.0,96,528,0,0,0,pink
9.0,92,548,0,0,0,pink
9.0,104,548,0,0,0,pink
9.0,112,474,0,0,0,pink
9.0,103,480,0,0,0,pink
8.0,20,188,0,3,0,pink
8.0,23,204,0,0,0,pink
8.0,24,209,0,0,0,pink
8.0,36,233,0,0,0,pink
8.0,39,290,0,0,0,pink
9.0,41,299,0,0,0,pink
9.0,42,303,0,0,0,pink
9.0,44,297,0,0,0,pink
9.0,54,299,0,0,0,pink
9.0,52,310,0,0,0,pink
9.0,48,282,0,0,0,pink
9.0,43,283,0,0,0,pink
9.0,39,284,0,0,0,pink
9.0,37,282,0,3,0,pink
9.0,40,264,0,0,0,pink
3.0,40,40,0,0,0,pink
3.0,46,38,0,0,0,pink
3.0,45,43,0,0,0,pink
3.0,54,54,0,0,0,pink
3.0,64,46,0,0,0,pink
2.0,65,46,0,0,0,pink
2.0,73,30,0,0,0,pink
2.0,78,23,0,0,0,pink
2.0,83,23,0,0,0,pink
2.0,54,13,0,0,0,pink
2.0,42,14,0,0,0,pink
2.0,19,16,0,0,0,pink
2.0,21,9,0,0,0,pink
2.0,24,6,0,0,0,pink
2.0,16,4,0,0,0,pink
1.0,90,0,24,0,0,pink
1.0,107,0,36,0,0,pink
1.0,108,0,40,0,0,pink
1.0,123,0,15,0,0,pink
1.0,113,0,42,0,0,pink
